Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
41,No,Travel_Rarely,549,Research & Development,7,2,Medical,1,1025,4,Female,42,3,2.0,Manufacturing Director,3.0,Single,5003.0,23371.0,6.0,Y,No,14.0,3.0,2.0,80.0,0.0,8.0,6.0,3.0,2.0,2.0,2.0,1.0
39,No,Travel_Rarely,466,Research & Development,1,1,Life Sciences,1,1026,4,Female,65,2,4.0,Manufacturing Director,4.0,Married,12742.0,7060.0,1.0,Y,No,16.0,3.0,3.0,80.0,1.0,21.0,3.0,3.0,21.0,6.0,11.0,8.0
27,No,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,1027,1,Female,47,3,2.0,Manufacturing Director,4.0,Married,4227.0,4658.0,0.0,Y,No,18.0,3.0,2.0,80.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0
35,No,Travel_Rarely,802,Research & Development,10,3,Other,1,1028,2,Male,45,3,1.0,Laboratory Technician,4.0,Divorced,3917.0,9541.0,1.0,Y,No,20.0,4.0,1.0,80.0,1.0,3.0,4.0,2.0,3.0,2.0,1.0,2.0
42,No,Travel_Rarely,265,Sales,5,2,Marketing,1,1029,4,Male,90,3,5.0,Manager,3.0,Married,18303.0,7770.0,6.0,Y,No,13.0,3.0,2.0,80.0,0.0,21.0,3.0,4.0,1.0,0.0,0.0,0.0
50,No,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,1030,1,Male,64,3,1.0,Laboratory Technician,4.0,Married,2380.0,20165.0,4.0,Y,No,18.0,3.0,2.0,80.0,0.0,8.0,5.0,3.0,1.0,0.0,0.0,0.0
59,No,Travel_Rarely,715,Research & Development,2,3,Life Sciences,1,1032,3,Female,69,2,4.0,Manufacturing Director,4.0,Single,13726.0,21829.0,3.0,Y,Yes,13.0,3.0,1.0,80.0,0.0,30.0,4.0,3.0,5.0,3.0,4.0,3.0
37,Yes,Travel_Rarely,1141,Research & Development,11,2,Medical,1,1033,1,Female,61,1,2.0,Healthcare Representative,2.0,Married,4777.0,14382.0,5.0,Y,No,15.0,3.0,1.0,80.0,0.0,15.0,2.0,1.0,1.0,0.0,0.0,0.0
55,No,Travel_Frequently,135,Research & Development,18,4,Medical,1,1034,3,Male,62,3,2.0,Healthcare Representative,2.0,Married,6385.0,12992.0,3.0,Y,Yes,14.0,3.0,4.0,80.0,2.0,17.0,3.0,3.0,8.0,7.0,6.0,7.0
41,No,Non-Travel,247,Research & Development,7,1,Life Sciences,1,1035,2,Female,55,1,5.0,Research Director,3.0,Divorced,19973.0,20284.0,1.0,Y,No,22.0,4.0,2.0,80.0,2.0,21.0,3.0,3.0,21.0,16.0,5.0,10.0
38,No,Travel_Rarely,1035,Sales,3,4,Life Sciences,1,1036,2,Male,42,3,2.0,Sales Executive,4.0,Single,6861.0,4981.0,8.0,Y,Yes,12.0,3.0,3.0,80.0,0.0,19.0,1.0,3.0,1.0,0.0,0.0,0.0
26,Yes,Non-Travel,265,Sales,29,2,Medical,1,1037,2,Male,79,1,2.0,Sales Executive,1.0,Single,4969.0,21813.0,8.0,Y,No,18.0,3.0,4.0,80.0,0.0,7.0,6.0,3.0,2.0,2.0,2.0,2.0
52,Yes,Travel_Rarely,266,Sales,2,1,Marketing,1,1038,1,Female,57,1,5.0,Manager,4.0,Married,19845.0,25846.0,1.0,Y,No,15.0,3.0,4.0,80.0,1.0,33.0,3.0,3.0,32.0,14.0,6.0,9.0
44,No,Travel_Rarely,1448,Sales,28,3,Medical,1,1039,4,Female,53,4,4.0,Sales Executive,4.0,Married,13320.0,11737.0,3.0,Y,Yes,18.0,3.0,3.0,80.0,1.0,23.0,2.0,3.0,12.0,11.0,11.0,11.0
50,No,Non-Travel,145,Sales,1,3,Life Sciences,1,1040,4,Female,95,3,2.0,Sales Executive,3.0,Married,6347.0,24920.0,0.0,Y,No,12.0,3.0,1.0,80.0,1.0,19.0,3.0,3.0,18.0,7.0,0.0,13.0
36,Yes,Travel_Rarely,885,Research & Development,16,4,Life Sciences,1,1042,3,Female,43,4,1.0,Laboratory Technician,1.0,Single,2743.0,8269.0,1.0,Y,No,16.0,3.0,3.0,80.0,0.0,18.0,1.0,3.0,17.0,13.0,15.0,14.0
39,No,Travel_Frequently,945,Research & Development,22,3,Medical,1,1043,4,Female,82,3,3.0,Manufacturing Director,1.0,Single,10880.0,5083.0,1.0,Y,Yes,13.0,3.0,3.0,80.0,0.0,21.0,2.0,3.0,21.0,6.0,2.0,8.0
33,No,Non-Travel,1038,Sales,8,1,Life Sciences,1,1044,2,Female,88,2,1.0,Sales Representative,4.0,Single,2342.0,21437.0,0.0,Y,No,19.0,3.0,4.0,80.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0
45,No,Travel_Rarely,1234,Sales,11,2,Life Sciences,1,1045,4,Female,90,3,4.0,Manager,4.0,Married,17650.0,5404.0,3.0,Y,No,13.0,3.0,2.0,80.0,1.0,26.0,4.0,4.0,9.0,3.0,1.0,1.0
32,No,Non-Travel,1109,Research & Development,29,4,Medical,1,1046,4,Female,69,3,1.0,Laboratory Technician,3.0,Single,4025.0,11135.0,9.0,Y,No,12.0,3.0,2.0,80.0,0.0,10.0,2.0,3.0,8.0,7.0,7.0,7.0
34,No,Travel_Rarely,216,Sales,1,4,Marketing,1,1047,2,Male,75,4,2.0,Sales Executive,4.0,Divorced,9725.0,12278.0,0.0,Y,No,11.0,3.0,4.0,80.0,1.0,16.0,2.0,2.0,15.0,1.0,0.0,9.0
59,No,Travel_Rarely,1089,Sales,1,2,Technical Degree,1,1048,2,Male,66,3,3.0,Manager,4.0,Married,11904.0,11038.0,3.0,Y,Yes,14.0,3.0,3.0,80.0,1.0,14.0,1.0,1.0,6.0,4.0,0.0,4.0
45,No,Travel_Rarely,788,Human Resources,24,4,Medical,1,1049,2,Male,36,3,1.0,Human Resources,2.0,Single,2177.0,8318.0,1.0,Y,No,16.0,3.0,1.0,80.0,0.0,6.0,3.0,3.0,6.0,3.0,0.0,4.0
53,No,Travel_Frequently,124,Sales,2,3,Marketing,1,1050,3,Female,38,2,3.0,Sales Executive,2.0,Married,7525.0,23537.0,2.0,Y,No,12.0,3.0,1.0,80.0,1.0,30.0,2.0,3.0,15.0,7.0,6.0,12.0
36,Yes,Travel_Rarely,660,Research & Development,15,3,Other,1,1052,1,Male,81,3,2.0,Laboratory Technician,3.0,Divorced,4834.0,7858.0,7.0,Y,No,14.0,3.0,2.0,80.0,1.0,9.0,3.0,2.0,1.0,0.0,0.0,0.0
26,Yes,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,1053,1,Male,57,3,1.0,Research Scientist,1.0,Married,2042.0,15346.0,6.0,Y,Yes,14.0,3.0,2.0,80.0,1.0,6.0,2.0,3.0,3.0,2.0,1.0,2.0
34,No,Travel_Rarely,1333,Sales,10,4,Life Sciences,1,1055,3,Female,87,3,1.0,Sales Representative,3.0,Married,2220.0,18410.0,1.0,Y,Yes,19.0,3.0,4.0,80.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0
28,No,Travel_Rarely,1144,Sales,10,1,Medical,1,1056,4,Male,74,3,1.0,Sales Representative,2.0,Married,1052.0,23384.0,1.0,Y,No,22.0,4.0,2.0,80.0,0.0,1.0,5.0,3.0,1.0,0.0,0.0,0.0
38,No,Travel_Frequently,1186,Research & Development,3,4,Other,1,1060,3,Male,44,3,1.0,Research Scientist,3.0,Married,2821.0,2997.0,3.0,Y,No,16.0,3.0,1.0,80.0,1.0,8.0,2.0,3.0,2.0,2.0,2.0,2.0
50,No,Travel_Rarely,1464,Research & Development,2,4,Medical,1,1061,2,Male,62,3,5.0,Research Director,3.0,Married,19237.0,12853.0,2.0,Y,Yes,11.0,3.0,4.0,80.0,1.0,29.0,2.0,2.0,8.0,1.0,7.0,7.0
37,No,Travel_Rarely,124,Research & Development,3,3,Other,1,1062,4,Female,35,3,2.0,Healthcare Representative,2.0,Single,4107.0,13848.0,3.0,Y,No,15.0,3.0,1.0,80.0,0.0,8.0,3.0,2.0,4.0,3.0,0.0,1.0
40,No,Travel_Rarely,300,Sales,26,3,Marketing,1,1066,3,Male,74,3,2.0,Sales Executive,1.0,Married,8396.0,22217.0,1.0,Y,No,14.0,3.0,2.0,80.0,1.0,8.0,3.0,2.0,7.0,7.0,7.0,5.0
26,No,Travel_Frequently,921,Research & Development,1,1,Medical,1,1068,1,Female,66,2,1.0,Research Scientist,3.0,Divorced,2007.0,25265.0,1.0,Y,No,13.0,3.0,3.0,80.0,2.0,5.0,5.0,3.0,5.0,3.0,1.0,3.0
46,No,Travel_Rarely,430,Research & Development,1,4,Medical,1,1069,4,Male,40,3,5.0,Research Director,4.0,Divorced,19627.0,21445.0,9.0,Y,No,17.0,3.0,4.0,80.0,2.0,23.0,0.0,3.0,2.0,2.0,2.0,2.0
54,No,Travel_Rarely,1082,Sales,2,4,Life Sciences,1,1070,3,Female,41,2,3.0,Sales Executive,3.0,Married,10686.0,8392.0,6.0,Y,No,11.0,3.0,2.0,80.0,1.0,13.0,4.0,3.0,9.0,4.0,7.0,0.0
56,No,Travel_Frequently,1240,Research & Development,9,3,Medical,1,1071,1,Female,63,3,1.0,Research Scientist,3.0,Married,2942.0,12154.0,2.0,Y,No,19.0,3.0,2.0,80.0,1.0,18.0,4.0,3.0,5.0,4.0,0.0,3.0
36,No,Travel_Rarely,796,Research & Development,12,5,Medical,1,1073,4,Female,51,2,3.0,Manufacturing Director,4.0,Single,8858.0,15669.0,0.0,Y,No,11.0,3.0,2.0,80.0,0.0,15.0,2.0,2.0,14.0,8.0,7.0,8.0
55,No,Non-Travel,444,Research & Development,2,1,Medical,1,1074,3,Male,40,2,4.0,Manager,1.0,Single,16756.0,17323.0,7.0,Y,No,15.0,3.0,2.0,80.0,0.0,31.0,3.0,4.0,9.0,7.0,6.0,2.0
43,No,Travel_Rarely,415,Sales,25,3,Medical,1,1076,3,Male,79,2,3.0,Sales Executive,4.0,Divorced,10798.0,5268.0,5.0,Y,No,13.0,3.0,3.0,80.0,1.0,18.0,5.0,3.0,1.0,0.0,0.0,0.0
20,Yes,Travel_Frequently,769,Sales,9,3,Marketing,1,1077,4,Female,54,3,1.0,Sales Representative,4.0,Single,2323.0,17205.0,1.0,Y,Yes,14.0,3.0,2.0,80.0,0.0,2.0,3.0,3.0,2.0,2.0,0.0,2.0
21,Yes,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,1,1079,3,Female,36,2,1.0,Laboratory Technician,1.0,Single,1416.0,17258.0,1.0,Y,No,13.0,3.0,1.0,80.0,0.0,1.0,6.0,2.0,1.0,0.0,1.0,0.0
46,No,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,1,1080,4,Female,74,2,2.0,Research Scientist,1.0,Divorced,4615.0,21029.0,8.0,Y,Yes,23.0,4.0,1.0,80.0,3.0,19.0,2.0,3.0,16.0,13.0,1.0,7.0
51,Yes,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,1081,1,Male,34,3,1.0,Research Scientist,3.0,Married,2461.0,10332.0,9.0,Y,Yes,12.0,3.0,3.0,80.0,3.0,18.0,2.0,4.0,10.0,0.0,2.0,7.0
28,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,1,1082,2,Male,72,2,3.0,Healthcare Representative,1.0,Single,8722.0,12355.0,1.0,Y,No,12.0,3.0,1.0,80.0,0.0,10.0,2.0,2.0,10.0,7.0,1.0,9.0
26,No,Travel_Rarely,192,Research & Development,1,2,Medical,1,1083,1,Male,59,2,1.0,Laboratory Technician,1.0,Married,3955.0,11141.0,1.0,Y,No,16.0,3.0,1.0,80.0,2.0,6.0,2.0,3.0,5.0,3.0,1.0,3.0
30,No,Travel_Rarely,1176,Research & Development,20,3,Other,1,1084,3,Male,85,3,2.0,Manufacturing Director,1.0,Married,9957.0,9096.0,0.0,Y,No,15.0,3.0,3.0,80.0,1.0,7.0,1.0,2.0,6.0,2.0,0.0,2.0
41,No,Travel_Rarely,509,Research & Development,7,2,Technical Degree,1,1085,2,Female,43,4,1.0,Research Scientist,3.0,Married,3376.0,18863.0,1.0,Y,No,13.0,3.0,3.0,80.0,0.0,10.0,3.0,3.0,10.0,6.0,0.0,8.0
38,No,Travel_Rarely,330,Research & Development,17,1,Life Sciences,1,1088,3,Female,65,2,3.0,Healthcare Representative,3.0,Married,8823.0,24608.0,0.0,Y,No,18.0,3.0,1.0,80.0,1.0,20.0,4.0,2.0,19.0,9.0,1.0,9.0
40,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,1092,1,Male,61,3,3.0,Healthcare Representative,4.0,Married,10322.0,26542.0,4.0,Y,No,20.0,4.0,4.0,80.0,1.0,14.0,6.0,3.0,11.0,10.0,11.0,1.0
27,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,1094,1,Male,87,1,1.0,Laboratory Technician,3.0,Married,4621.0,5869.0,1.0,Y,No,19.0,3.0,4.0,80.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0
55,No,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,1,1096,4,Male,65,3,3.0,Manufacturing Director,2.0,Married,10976.0,15813.0,3.0,Y,No,18.0,3.0,2.0,80.0,1.0,23.0,4.0,3.0,3.0,2.0,1.0,2.0
28,No,Travel_Rarely,857,Research & Development,10,3,Other,1,1097,3,Female,59,3,2.0,Research Scientist,3.0,Single,3660.0,7909.0,3.0,Y,No,13.0,3.0,4.0,80.0,0.0,10.0,4.0,4.0,8.0,7.0,1.0,7.0
44,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,1,1098,2,Male,91,2,3.0,Human Resources,1.0,Married,10482.0,2326.0,9.0,Y,No,14.0,3.0,4.0,80.0,1.0,24.0,1.0,3.0,20.0,6.0,3.0,6.0
33,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,1,1099,4,Male,34,2,3.0,Healthcare Representative,4.0,Divorced,7119.0,21214.0,4.0,Y,No,15.0,3.0,3.0,80.0,1.0,9.0,2.0,3.0,3.0,2.0,1.0,2.0
35,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,1,1100,4,Male,86,3,3.0,Sales Executive,1.0,Single,9582.0,10333.0,0.0,Y,Yes,22.0,4.0,1.0,80.0,0.0,9.0,2.0,3.0,8.0,7.0,4.0,7.0
33,Yes,Travel_Frequently,827,Research & Development,29,4,Medical,1,1101,1,Female,54,2,2.0,Research Scientist,3.0,Single,4508.0,3129.0,1.0,Y,No,22.0,4.0,2.0,80.0,0.0,14.0,4.0,3.0,13.0,7.0,3.0,8.0
28,No,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,1102,1,Male,50,3,1.0,Laboratory Technician,3.0,Divorced,2207.0,22482.0,1.0,Y,No,16.0,3.0,4.0,80.0,1.0,4.0,5.0,2.0,4.0,2.0,2.0,2.0
34,No,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,1103,1,Male,45,3,2.0,Healthcare Representative,4.0,Single,7756.0,22266.0,0.0,Y,No,17.0,3.0,3.0,80.0,0.0,7.0,1.0,2.0,6.0,2.0,0.0,4.0
37,No,Travel_Rarely,309,Sales,10,4,Life Sciences,1,1105,4,Female,88,2,2.0,Sales Executive,4.0,Divorced,6694.0,24223.0,2.0,Y,Yes,14.0,3.0,3.0,80.0,3.0,8.0,5.0,3.0,1.0,0.0,0.0,0.0
25,Yes,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,1,1106,4,Male,32,3,1.0,Laboratory Technician,4.0,Married,3691.0,4605.0,1.0,Y,Yes,15.0,3.0,2.0,80.0,1.0,7.0,3.0,4.0,7.0,7.0,5.0,6.0
26,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,1,1107,1,Male,37,3,1.0,Laboratory Technician,3.0,Divorced,2377.0,19373.0,1.0,Y,No,20.0,4.0,3.0,80.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0
33,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1,1108,1,Male,55,2,1.0,Research Scientist,2.0,Single,2313.0,2993.0,4.0,Y,Yes,20.0,4.0,2.0,80.0,0.0,5.0,0.0,3.0,2.0,2.0,2.0,2.0
42,No,Travel_Rarely,469,Research & Development,2,2,Medical,1,1109,4,Male,35,3,4.0,Manager,1.0,Married,17665.0,14399.0,0.0,Y,No,17.0,3.0,4.0,80.0,1.0,23.0,3.0,3.0,22.0,6.0,13.0,7.0
28,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1,1111,1,Male,45,2,1.0,Laboratory Technician,2.0,Divorced,2596.0,7160.0,1.0,Y,No,15.0,3.0,1.0,80.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0
50,Yes,Travel_Frequently,959,Sales,1,4,Other,1,1113,4,Male,81,3,2.0,Sales Executive,3.0,Single,4728.0,17251.0,3.0,Y,Yes,14.0,3.0,4.0,80.0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0
33,No,Travel_Frequently,970,Sales,7,3,Life Sciences,1,1114,4,Female,30,3,2.0,Sales Executive,2.0,Married,4302.0,13401.0,0.0,Y,No,17.0,3.0,3.0,80.0,1.0,4.0,3.0,3.0,3.0,2.0,0.0,2.0
34,No,Non-Travel,697,Research & Development,3,4,Life Sciences,1,1115,3,Male,40,2,1.0,Research Scientist,4.0,Married,2979.0,22478.0,3.0,Y,No,17.0,3.0,4.0,80.0,3.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0
48,No,Non-Travel,1262,Research & Development,1,4,Medical,1,1116,1,Male,35,4,4.0,Manager,4.0,Single,16885.0,16154.0,2.0,Y,No,22.0,4.0,3.0,80.0,0.0,27.0,3.0,2.0,5.0,4.0,2.0,1.0
45,No,Non-Travel,1050,Sales,9,4,Life Sciences,1,1117,2,Female,65,2,2.0,Sales Executive,3.0,Married,5593.0,17970.0,1.0,Y,No,13.0,3.0,4.0,80.0,1.0,15.0,2.0,3.0,15.0,10.0,4.0,12.0
52,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,1,1118,2,Male,87,3,3.0,Healthcare Representative,2.0,Single,10445.0,15322.0,7.0,Y,No,19.0,3.0,4.0,80.0,0.0,18.0,4.0,3.0,8.0,6.0,4.0,0.0
38,No,Travel_Rarely,770,Sales,10,4,Marketing,1,1119,3,Male,73,2,3.0,Sales Executive,3.0,Divorced,8740.0,5569.0,0.0,Y,Yes,14.0,3.0,2.0,80.0,2.0,9.0,2.0,3.0,8.0,7.0,2.0,7.0
29,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1,1120,3,Female,93,3,1.0,Research Scientist,4.0,Divorced,2514.0,26968.0,4.0,Y,No,22.0,4.0,1.0,80.0,1.0,11.0,1.0,3.0,7.0,5.0,1.0,7.0
28,No,Travel_Rarely,950,Research & Development,3,3,Medical,1,1121,4,Female,93,3,3.0,Manufacturing Director,2.0,Divorced,7655.0,8039.0,0.0,Y,No,17.0,3.0,2.0,80.0,3.0,10.0,3.0,2.0,9.0,7.0,1.0,7.0
46,No,Travel_Rarely,406,Sales,3,1,Marketing,1,1124,1,Male,52,3,4.0,Manager,3.0,Married,17465.0,15596.0,3.0,Y,No,12.0,3.0,4.0,80.0,1.0,23.0,3.0,3.0,12.0,9.0,4.0,9.0
38,No,Travel_Rarely,130,Sales,2,2,Marketing,1,1125,4,Male,32,3,3.0,Sales Executive,2.0,Single,7351.0,20619.0,7.0,Y,No,16.0,3.0,3.0,80.0,0.0,10.0,2.0,3.0,1.0,0.0,0.0,0.0
43,No,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,1,1126,3,Female,83,3,3.0,Manufacturing Director,1.0,Married,10820.0,11535.0,8.0,Y,No,11.0,3.0,3.0,80.0,1.0,18.0,1.0,3.0,8.0,7.0,0.0,1.0
39,Yes,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,1127,1,Male,84,3,4.0,Healthcare Representative,4.0,Divorced,12169.0,13547.0,7.0,Y,No,11.0,3.0,4.0,80.0,3.0,21.0,4.0,3.0,18.0,7.0,11.0,5.0
40,No,Travel_Rarely,1308,Research & Development,14,3,Medical,1,1128,3,Male,44,2,5.0,Research Director,3.0,Single,19626.0,17544.0,1.0,Y,No,14.0,3.0,1.0,80.0,0.0,21.0,2.0,4.0,20.0,7.0,4.0,9.0
21,No,Travel_Rarely,984,Research & Development,1,1,Technical Degree,1,1131,4,Female,70,2,1.0,Research Scientist,2.0,Single,2070.0,25326.0,1.0,Y,Yes,11.0,3.0,3.0,80.0,0.0,2.0,6.0,4.0,2.0,2.0,2.0,2.0
39,No,Non-Travel,439,Research & Development,9,3,Life Sciences,1,1132,3,Male,70,3,2.0,Laboratory Technician,2.0,Single,6782.0,8770.0,9.0,Y,No,15.0,3.0,3.0,80.0,0.0,9.0,2.0,2.0,5.0,4.0,0.0,3.0
36,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1,1133,1,Male,78,3,2.0,Manufacturing Director,4.0,Single,7779.0,23238.0,2.0,Y,No,20.0,4.0,1.0,80.0,0.0,18.0,0.0,3.0,11.0,9.0,0.0,9.0
31,No,Travel_Frequently,793,Sales,20,3,Life Sciences,1,1135,3,Male,67,4,1.0,Sales Representative,4.0,Married,2791.0,21981.0,0.0,Y,No,12.0,3.0,1.0,80.0,1.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0
28,No,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,1136,1,Male,67,2,1.0,Research Scientist,2.0,Married,3201.0,19911.0,0.0,Y,No,17.0,3.0,1.0,80.0,0.0,6.0,2.0,1.0,5.0,3.0,0.0,4.0
35,No,Travel_Frequently,1182,Sales,11,2,Marketing,1,1137,4,Male,54,3,2.0,Sales Executive,4.0,Divorced,4968.0,18500.0,1.0,Y,No,11.0,3.0,4.0,80.0,1.0,5.0,3.0,3.0,5.0,2.0,0.0,2.0
49,No,Travel_Rarely,174,Sales,8,4,Technical Degree,1,1138,4,Male,56,2,4.0,Sales Executive,2.0,Married,13120.0,11879.0,6.0,Y,No,17.0,3.0,2.0,80.0,1.0,22.0,3.0,3.0,9.0,8.0,2.0,3.0
34,No,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,1,1140,4,Male,95,3,2.0,Manufacturing Director,3.0,Single,4033.0,15834.0,2.0,Y,No,11.0,3.0,4.0,80.0,0.0,5.0,3.0,2.0,3.0,2.0,0.0,2.0
29,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,1,1143,4,Female,61,3,1.0,Research Scientist,2.0,Divorced,3291.0,17940.0,0.0,Y,No,14.0,3.0,4.0,80.0,2.0,8.0,2.0,2.0,7.0,5.0,1.0,1.0
42,No,Travel_Rarely,188,Research & Development,29,3,Medical,1,1148,2,Male,56,1,2.0,Laboratory Technician,4.0,Single,4272.0,9558.0,4.0,Y,No,19.0,3.0,1.0,80.0,0.0,16.0,3.0,3.0,1.0,0.0,0.0,0.0
29,No,Travel_Rarely,718,Research & Development,8,1,Medical,1,1150,2,Male,79,2,2.0,Manufacturing Director,4.0,Married,5056.0,17689.0,1.0,Y,Yes,15.0,3.0,3.0,80.0,1.0,10.0,2.0,2.0,10.0,7.0,1.0,2.0
38,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,1,1152,3,Male,37,4,1.0,Human Resources,3.0,Married,2844.0,6004.0,1.0,Y,No,13.0,3.0,4.0,80.0,1.0,7.0,2.0,4.0,7.0,6.0,5.0,0.0
28,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,1,1154,3,Male,39,2,1.0,Research Scientist,3.0,Divorced,2703.0,22088.0,1.0,Y,Yes,14.0,3.0,4.0,80.0,1.0,3.0,2.0,3.0,3.0,1.0,0.0,2.0
18,Yes,Non-Travel,247,Research & Development,8,1,Medical,1,1156,3,Male,80,3,1.0,Laboratory Technician,3.0,Single,1904.0,13556.0,1.0,Y,No,12.0,3.0,4.0,80.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
33,Yes,Travel_Rarely,603,Sales,9,4,Marketing,1,1157,1,Female,77,3,2.0,Sales Executive,1.0,Single,8224.0,18385.0,0.0,Y,Yes,17.0,3.0,1.0,80.0,0.0,6.0,3.0,3.0,5.0,2.0,0.0,3.0
41,No,Travel_Rarely,167,Research & Development,12,4,Life Sciences,1,1158,2,Male,46,3,1.0,Laboratory Technician,4.0,Married,4766.0,9051.0,3.0,Y,Yes,11.0,3.0,1.0,80.0,1.0,6.0,4.0,3.0,1.0,0.0,0.0,0.0
31,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,1,1160,3,Male,72,3,1.0,Laboratory Technician,3.0,Married,2610.0,6233.0,1.0,Y,No,12.0,3.0,3.0,80.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0
37,No,Travel_Rarely,367,Research & Development,25,2,Medical,1,1161,3,Female,52,2,2.0,Healthcare Representative,4.0,Divorced,5731.0,17171.0,7.0,Y,No,13.0,3.0,3.0,80.0,2.0,9.0,2.0,3.0,6.0,2.0,1.0,3.0
27,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,1,1162,4,Male,55,2,1.0,Research Scientist,3.0,Married,2539.0,7950.0,1.0,Y,No,13.0,3.0,3.0,80.0,1.0,4.0,0.0,3.0,4.0,2.0,2.0,2.0
34,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,1,1163,2,Female,70,3,2.0,Sales Executive,3.0,Married,5714.0,5829.0,1.0,Y,No,20.0,4.0,1.0,80.0,0.0,6.0,3.0,2.0,6.0,5.0,1.0,3.0
35,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,1,1164,3,Male,100,3,1.0,Human Resources,3.0,Single,4323.0,7108.0,1.0,Y,No,17.0,3.0,2.0,80.0,0.0,6.0,2.0,1.0,5.0,4.0,1.0,4.0
29,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,1,1165,4,Female,45,2,3.0,Sales Executive,1.0,Married,7336.0,11162.0,1.0,Y,No,13.0,3.0,1.0,80.0,1.0,11.0,3.0,1.0,11.0,8.0,3.0,10.0
40,No,Travel_Frequently,593,Research & Development,9,4,Medical,1,1166,2,Female,88,3,3.0,Research Director,3.0,Single,13499.0,13782.0,9.0,Y,No,17.0,3.0,3.0,80.0,0.0,20.0,3.0,2.0,18.0,7.0,2.0,13.0
42,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,1,1167,3,Male,44,3,4.0,Sales Executive,1.0,Single,13758.0,2447.0,0.0,Y,Yes,12.0,3.0,2.0,80.0,0.0,22.0,2.0,2.0,21.0,9.0,13.0,14.0
42,No,Travel_Rarely,647,Sales,4,4,Marketing,1,1171,2,Male,45,3,2.0,Sales Executive,1.0,Single,5155.0,2253.0,7.0,Y,No,13.0,3.0,4.0,80.0,0.0,9.0,3.0,4.0,6.0,4.0,1.0,5.0
35,No,Travel_Rarely,982,Research & Development,1,4,Medical,1,1172,4,Male,58,2,1.0,Laboratory Technician,3.0,Married,2258.0,16340.0,6.0,Y,No,12.0,3.0,2.0,80.0,1.0,10.0,2.0,3.0,8.0,0.0,1.0,7.0
